attendance,study_hours,previous_marks,assignment_score,internal_marks,previous_gpa,participation,backlogs,composite_score,performance
89.3,3.7,47.9,51.6,80.3,7.53,5,0,68.3,Good
83.2,1.2,59.1,93.4,81.5,6.14,7,0,67.4,Good
86.2,4.5,45.6,71.6,71.2,7.11,7,0,68.0,Good
83.2,2.9,99.0,91.9,84.2,9.24,8,0,77.1,Good
67.0,5.2,67.6,66.8,100.0,5.74,7,0,69.5,Good
82.0,3.8,67.1,78.0,97.4,4.37,4,0,69.3,Good
87.2,4.4,77.4,77.1,61.6,7.74,9,0,70.2,Good
86.6,2.3,83.4,73.3,46.8,6.95,9,2,53.0,Average
92.6,2.9,83.1,67.5,63.5,6.11,4,1,62.6,Average
85.9,3.1,85.2,79.9,54.8,8.01,7,0,75.7,Good
80.9,5.2,57.9,60.1,77.2,8.27,5,2,60.3,Average
91.0,6.5,63.2,55.9,51.1,4.01,7,1,67.2,Good
75.6,2.5,80.3,92.6,68.8,6.19,9,0,70.6,Good
63.7,5.5,59.6,84.9,83.4,10.0,10,1,66.8,Good
73.7,0.5,67.9,75.0,68.4,7.92,8,0,66.1,Good
65.6,1.9,74.4,99.0,54.9,8.05,7,0,65.7,Good
66.5,2.3,80.6,70.0,88.8,8.74,6,0,72.1,Good
74.0,1.6,39.6,93.8,39.9,7.12,7,1,46.8,Poor
64.9,1.3,79.4,76.6,64.8,8.22,9,1,63.8,Average
71.7,4.5,64.3,58.6,69.3,8.11,6,1,64.9,Average
49.5,3.5,79.3,100.0,70.3,7.85,5,0,68.5,Good
79.0,4.4,80.4,88.9,72.9,6.65,3,1,65.6,Good
76.0,4.9,93.7,72.2,79.8,7.34,8,0,76.8,Good
64.6,4.2,89.7,84.9,69.4,6.28,7,2,65.5,Good
85.2,4.9,89.5,67.9,64.1,7.12,5,0,74.2,Good
89.1,3.7,91.1,86.4,63.5,5.46,9,1,73.2,Good
53.5,1.9,72.7,38.1,60.2,5.99,6,2,48.0,Poor
65.3,5.5,68.5,58.7,82.6,6.7,6,1,61.4,Average
65.2,2.9,82.0,88.7,59.7,5.78,6,1,57.5,Average
62.8,2.3,79.7,70.3,83.5,6.39,6,0,65.0,Good
87.6,3.5,63.1,77.1,70.3,6.87,7,2,59.2,Average
73.3,2.3,74.5,53.8,61.7,7.66,9,0,65.3,Good
72.3,3.1,67.4,100.0,79.9,8.43,4,1,62.5,Average
47.9,4.4,54.3,91.9,58.4,6.45,7,1,59.5,Average
84.9,4.4,88.6,71.0,80.2,8.97,7,0,82.2,Excellent
58.7,2.4,68.9,67.9,73.4,8.41,7,1,58.2,Average
76.8,3.0,99.0,89.4,60.5,7.81,8,1,70.6,Good
79.9,5.5,42.0,100.0,78.5,7.32,7,1,64.1,Average
95.0,4.6,59.1,88.3,78.7,7.55,7,3,60.6,Average
57.7,7.1,68.5,100.0,88.5,8.76,8,1,72.9,Good
35.0,5.7,86.2,60.2,85.5,8.81,5,0,72.9,Good
78.6,5.6,74.4,61.7,77.9,8.97,7,0,73.5,Good
100.0,1.6,73.0,56.2,52.0,7.16,6,1,54.8,Average
93.3,5.0,50.0,80.6,100.0,7.88,6,0,76.0,Good
78.9,3.7,49.5,76.6,47.5,8.98,6,1,60.4,Average
69.1,2.9,73.2,71.7,85.2,6.23,7,0,66.7,Good
87.3,4.1,46.2,86.1,76.9,6.65,7,1,69.0,Good
62.4,5.3,59.5,92.5,51.2,7.12,7,2,59.9,Average
82.7,4.6,76.0,51.1,68.0,8.36,6,0,65.4,Good
83.1,2.4,52.3,65.0,68.7,8.38,3,0,58.7,Average
90.8,5.0,93.7,86.3,90.9,6.78,7,0,83.8,Excellent
100.0,2.8,87.6,67.0,58.6,4.99,7,0,64.3,Average
81.5,4.1,42.9,62.0,65.8,7.44,7,0,62.6,Average
68.9,3.3,53.1,89.3,32.6,5.81,5,1,45.9,Poor
75.6,3.4,31.4,54.7,97.8,5.01,4,2,52.9,Average
51.2,5.0,55.5,69.5,52.9,5.33,8,0,60.7,Average
66.3,2.1,80.3,78.9,75.2,7.56,6,0,68.2,Good
70.3,6.9,61.4,65.4,68.4,9.01,7,1,64.3,Average
68.7,0.9,75.4,85.7,68.4,7.15,6,0,63.7,Average
78.1,2.8,43.6,65.5,83.0,7.4,6,1,55.5,Average
64.5,4.4,80.8,95.1,96.7,8.76,6,0,73.5,Good
91.7,4.7,59.1,72.1,74.0,4.94,5,0,66.9,Good
76.0,3.6,68.2,84.1,80.5,7.83,7,1,69.1,Good
75.9,3.7,66.5,85.2,75.3,7.08,5,0,68.6,Good
71.4,4.5,47.7,64.6,86.3,7.89,7,1,66.3,Good
78.2,3.4,49.6,43.2,62.6,6.42,7,1,55.6,Average
87.6,6.0,83.5,79.4,87.2,5.95,5,0,81.3,Excellent
63.9,5.1,74.4,75.1,87.8,7.3,4,1,61.1,Average
66.8,5.2,84.8,82.3,87.3,9.41,10,0,77.8,Good
71.7,2.3,73.2,70.6,59.4,8.31,5,0,59.1,Average
57.2,3.7,70.3,67.5,67.3,6.39,8,1,57.8,Average
64.5,3.3,40.4,100.0,73.8,5.22,10,2,51.6,Average
69.3,2.2,63.7,51.9,48.1,4.75,8,3,40.7,Poor
88.2,4.4,67.6,85.0,95.5,8.94,6,1,77.2,Good
79.7,2.9,99.0,65.4,69.8,5.76,6,1,68.2,Good
78.7,4.8,79.0,69.0,74.5,6.64,5,0,74.6,Good
87.9,2.1,92.6,69.2,60.8,8.95,8,0,66.1,Good
74.1,6.6,77.6,61.9,48.8,4.84,8,0,68.1,Good
81.5,2.4,56.6,82.6,60.3,9.19,5,0,67.2,Good
74.6,4.2,69.9,94.9,73.5,6.74,4,1,71.5,Good
79.7,5.1,71.8,81.1,80.8,5.49,4,1,62.2,Average
67.8,2.9,53.0,75.6,72.6,6.75,8,1,56.2,Average
41.9,5.2,61.8,59.2,75.5,6.09,7,1,59.4,Average
74.1,1.8,64.7,81.8,64.6,7.72,7,1,58.5,Average
95.9,6.1,93.7,100.0,77.9,6.19,5,0,81.5,Excellent
89.0,3.8,34.7,68.3,93.7,4.42,4,1,52.9,Average
89.5,2.8,87.3,68.4,81.3,6.79,8,0,70.3,Good
93.3,3.3,53.0,65.6,83.0,5.2,7,0,60.0,Average
77.2,5.1,46.0,66.7,74.7,7.39,8,1,61.8,Average
78.8,2.9,86.9,32.8,45.9,5.44,6,0,62.2,Average
67.4,2.6,79.7,80.1,53.3,6.42,6,0,58.8,Average
71.6,3.4,88.1,61.3,77.3,7.36,8,1,67.0,Good
84.6,1.9,80.8,49.8,69.8,6.8,8,0,68.0,Good
92.9,6.7,99.0,85.3,77.0,7.45,8,0,86.4,Excellent
74.0,2.9,76.9,57.8,96.8,8.05,6,0,64.0,Average
69.7,5.1,65.5,68.9,81.6,5.48,8,1,65.6,Good
76.0,4.1,73.5,96.0,90.1,7.01,9,1,72.0,Good
84.4,2.2,87.9,52.9,71.5,2.44,6,1,59.0,Average
55.8,3.8,55.5,51.0,57.1,7.45,5,2,44.8,Poor
43.9,5.1,57.6,78.0,69.1,6.68,9,0,62.3,Average
68.3,3.5,63.1,91.2,57.1,5.72,5,1,60.4,Average
58.9,5.7,34.3,50.4,94.9,7.54,8,1,65.9,Good
68.9,5.4,70.2,80.1,82.6,8.74,6,0,73.6,Good
73.9,5.3,37.8,82.7,78.3,6.43,3,0,68.8,Good
69.7,3.1,68.8,43.1,89.8,5.78,9,1,60.8,Average
96.3,2.1,81.8,86.0,37.7,7.33,1,0,65.2,Good
80.6,2.8,60.4,87.1,79.4,5.23,3,1,61.5,Average
80.2,4.1,94.8,69.3,49.0,6.18,8,0,66.0,Good
84.7,4.7,44.6,92.8,69.9,8.81,8,0,71.1,Good
60.1,0.5,87.1,91.0,65.0,7.19,5,0,56.0,Average
90.5,3.8,78.8,75.5,80.6,4.47,7,1,65.4,Good
74.9,4.1,40.5,67.2,73.7,4.58,1,1,53.3,Average
85.4,3.4,99.0,59.4,91.5,7.33,8,0,81.5,Excellent
61.0,5.9,67.0,73.4,60.4,8.31,7,0,72.4,Good
54.2,4.5,54.0,82.5,81.3,4.84,6,2,53.2,Average
87.5,5.9,45.5,69.1,72.6,7.73,7,1,65.4,Good
81.3,3.5,64.5,41.0,43.8,8.96,7,1,59.2,Average
63.4,5.3,66.0,93.0,55.3,9.74,6,1,60.6,Average
63.8,6.4,69.6,76.9,67.6,7.56,3,2,62.4,Average
91.8,5.9,63.2,68.3,87.8,7.81,10,0,74.3,Good
59.3,2.1,78.1,86.9,77.4,4.11,9,1,59.8,Average
99.0,3.4,61.8,96.9,51.3,10.0,4,1,65.6,Good
63.4,3.2,37.0,32.0,67.8,6.29,6,0,51.1,Average
84.9,4.6,65.6,80.5,100.0,5.79,6,0,76.3,Good
71.4,4.9,30.1,52.6,71.8,6.74,9,2,53.1,Average
84.4,2.5,73.7,81.5,64.8,9.22,2,0,69.0,Good
68.4,3.9,52.3,75.9,77.9,10.0,6,0,66.6,Good
73.7,0.6,70.6,83.5,82.2,7.28,3,3,57.8,Average
76.6,6.1,89.0,66.5,62.7,8.5,6,1,65.6,Good
62.0,3.0,52.8,45.9,78.0,7.16,6,0,62.6,Average
86.4,3.9,85.0,67.2,64.7,5.65,7,0,69.4,Good
68.8,3.3,61.1,80.1,81.5,9.17,5,1,65.0,Good
72.8,5.6,96.1,89.2,72.7,6.23,5,1,72.2,Good
62.1,0.5,62.2,56.4,77.7,9.25,8,1,51.5,Average
40.1,3.8,54.6,89.4,57.9,8.92,7,2,52.6,Average
73.3,3.6,79.0,64.3,56.9,7.96,8,0,70.1,Good
100.0,3.1,61.0,79.4,85.1,9.66,6,1,71.8,Good
87.0,6.6,54.5,66.4,68.7,10.0,5,0,70.2,Good
75.7,2.4,60.4,76.7,74.6,6.85,6,0,76.1,Good
72.3,5.0,67.3,87.4,65.1,5.97,8,1,69.5,Good
76.3,4.4,89.5,55.6,84.4,4.49,2,0,72.2,Good
83.7,5.8,37.1,63.8,60.3,10.0,7,1,60.0,Average
59.5,2.7,68.4,76.8,67.8,6.48,7,2,51.4,Average
91.6,2.6,78.0,100.0,82.6,8.69,7,0,76.4,Good
86.0,5.6,71.1,61.1,88.8,6.06,6,0,77.2,Good
86.1,4.5,89.0,100.0,61.6,9.25,1,0,73.5,Good
82.1,1.3,66.8,100.0,100.0,6.12,6,2,59.1,Average
76.3,2.9,65.0,72.5,75.0,5.43,10,1,63.4,Average
85.4,4.4,77.5,69.5,53.3,6.81,7,0,70.0,Good
84.3,5.1,69.6,63.6,75.9,6.36,6,0,67.6,Good
71.0,2.7,61.8,73.0,63.9,7.93,7,0,58.6,Average
68.0,0.5,76.3,52.9,76.9,7.03,7,1,60.5,Average
77.4,4.6,57.6,72.9,69.3,7.98,8,0,68.9,Good
97.7,1.8,58.2,96.5,71.2,6.69,6,2,55.6,Average
58.7,0.6,59.6,64.8,55.4,6.17,7,1,43.1,Poor
55.5,0.5,89.6,70.4,85.8,6.28,10,0,63.1,Average
78.3,5.1,25.0,48.5,51.5,9.96,9,2,51.9,Average
76.7,4.0,74.3,79.6,52.3,7.42,10,1,66.7,Good
78.4,3.4,68.5,78.0,75.9,4.32,5,1,65.6,Good
79.4,6.0,41.1,75.0,95.6,6.37,10,3,53.9,Average
72.9,4.8,73.0,70.7,64.4,7.24,5,3,56.5,Average
96.9,6.4,75.6,69.6,81.2,9.68,7,2,78.3,Good
53.6,1.6,77.4,81.5,87.2,8.54,8,1,66.8,Good
64.4,3.7,25.6,73.6,83.0,5.81,5,2,49.0,Poor
74.6,1.2,89.9,78.7,65.0,10.0,7,0,77.4,Good
53.0,3.4,56.2,77.2,52.5,7.06,8,0,59.6,Average
73.5,3.4,79.0,90.9,34.7,8.84,5,0,69.5,Good
99.3,4.8,79.9,84.2,65.8,5.48,10,0,77.3,Good
76.3,3.9,54.0,76.9,88.8,3.74,4,0,61.3,Average
79.2,4.8,78.6,96.8,52.0,5.13,10,0,69.1,Good
58.4,4.9,61.8,80.3,81.2,2.55,9,0,65.0,Good
67.4,7.2,34.9,93.6,54.8,10.0,6,3,54.2,Average
70.7,3.3,86.7,83.1,71.7,7.4,6,1,60.7,Average
71.6,2.3,55.6,46.4,81.3,5.81,5,0,53.4,Average
93.9,4.2,54.3,93.6,59.4,7.73,6,0,68.7,Good
83.8,2.5,61.6,76.0,72.7,7.37,6,2,60.1,Average
60.4,6.2,72.4,73.2,63.4,7.97,9,1,66.0,Good
79.5,3.3,67.1,78.2,81.3,8.79,10,2,63.6,Average
83.0,2.9,76.8,68.8,73.8,6.69,7,3,53.1,Average
92.0,3.0,46.6,77.4,70.9,5.87,5,3,51.3,Average
98.1,4.9,56.1,65.1,94.9,8.26,5,0,78.7,Good
61.8,3.5,66.1,93.1,80.6,8.22,6,0,68.9,Good
64.6,2.8,98.4,72.3,59.0,7.24,4,1,57.5,Average
58.4,6.5,66.2,68.3,68.6,10.0,4,0,64.2,Average
72.7,2.4,85.4,60.1,68.8,6.49,10,1,64.5,Average
82.5,3.9,68.6,78.0,71.3,5.84,7,1,63.9,Average
89.8,4.8,60.3,76.8,100.0,7.69,5,1,70.9,Good
74.9,1.2,64.1,79.8,75.9,6.16,8,0,60.6,Average
71.5,4.6,65.3,58.6,37.4,7.79,4,1,57.1,Average
78.1,2.1,77.7,50.0,61.3,5.93,4,1,54.8,Average
64.3,5.1,90.0,83.4,39.1,6.54,5,2,58.8,Average
100.0,2.3,73.8,96.3,64.7,9.75,10,0,73.2,Good
53.5,4.9,87.0,58.6,38.2,6.53,6,2,56.2,Average
78.6,5.6,52.6,97.8,56.1,5.98,2,2,57.3,Average
100.0,5.2,61.4,78.3,45.7,8.74,9,1,70.3,Good
76.1,4.2,56.4,73.9,76.1,5.63,6,2,52.8,Average
73.3,3.4,73.0,68.0,70.0,6.13,3,1,66.0,Good
71.0,2.9,62.3,53.2,74.8,7.91,6,0,66.0,Good
73.5,6.2,79.7,88.8,68.3,8.41,8,0,70.5,Good
95.2,2.7,53.1,62.4,47.7,8.81,7,2,51.2,Average
45.0,2.1,68.7,62.3,78.2,6.05,10,1,55.8,Average
97.5,4.9,79.0,88.9,100.0,7.93,5,0,78.3,Good
56.1,2.5,35.0,45.8,76.5,6.45,7,2,41.8,Poor
72.3,2.3,99.0,51.1,63.2,6.25,5,0,66.3,Good
70.0,1.5,63.5,73.7,47.2,8.78,3,0,56.2,Average
84.2,3.0,35.6,78.4,55.5,6.33,8,1,56.3,Average
53.6,3.7,70.5,81.3,77.2,7.49,7,0,63.3,Average
82.5,4.2,68.5,69.5,87.2,7.32,7,0,64.0,Average
100.0,5.3,66.7,100.0,74.2,5.6,7,0,81.2,Excellent
56.9,4.6,83.9,70.6,82.8,8.45,5,1,69.8,Good
78.7,3.5,80.0,70.5,81.3,7.88,4,0,79.5,Good
66.7,3.5,72.8,62.0,78.1,4.32,7,0,55.7,Average
82.0,4.6,75.2,75.9,59.5,7.49,9,0,74.0,Good
76.3,5.8,66.3,83.2,72.8,6.02,10,0,66.0,Good
67.0,4.0,96.4,92.1,56.4,8.64,8,0,80.3,Excellent
82.8,3.0,44.3,51.7,70.3,5.08,7,0,59.0,Average
100.0,2.2,70.2,70.3,75.3,6.6,7,0,66.2,Good
73.3,1.5,69.0,80.7,96.9,7.61,7,1,67.1,Good
86.1,4.9,81.0,82.8,49.0,7.18,4,0,69.1,Good
57.9,4.7,54.5,74.1,77.7,8.17,7,0,65.6,Good
62.6,4.7,40.1,82.1,93.7,4.97,4,0,63.0,Average
82.6,3.6,70.5,61.9,82.1,9.41,6,0,76.6,Good
96.8,6.1,72.5,97.4,83.3,7.84,10,1,86.4,Excellent
81.0,3.0,91.8,88.9,79.4,9.0,8,0,75.5,Good
71.6,5.3,47.7,53.8,90.8,8.32,5,0,69.2,Good
76.0,3.7,86.5,57.9,52.6,7.08,6,0,67.0,Good
58.5,2.8,99.0,58.3,47.8,5.3,5,0,55.9,Average
84.5,4.7,62.0,84.2,69.9,6.31,6,0,67.4,Good
88.4,4.5,47.3,54.7,35.4,9.33,9,1,65.1,Good
69.7,4.4,61.5,69.0,89.7,9.04,8,1,67.4,Good
69.4,3.9,68.2,80.8,89.5,6.23,10,0,74.3,Good
79.7,3.7,77.0,73.0,63.1,3.15,9,1,61.5,Average
69.9,7.6,58.5,77.9,64.1,6.8,7,1,64.7,Average
75.1,5.7,92.9,58.0,68.8,6.7,8,0,74.0,Good
100.0,5.0,50.2,82.9,70.8,6.75,6,0,70.3,Good
72.5,4.0,40.2,64.8,72.0,7.84,4,1,50.1,Average
71.0,5.4,85.7,69.1,78.9,8.33,9,0,72.3,Good
66.9,4.6,31.6,77.6,67.2,8.49,9,2,55.5,Average
86.4,3.8,64.7,75.5,85.1,7.72,6,1,66.1,Good
73.5,3.3,99.0,74.4,77.1,4.58,7,0,72.0,Good
66.9,3.7,67.8,62.7,60.3,6.62,9,1,59.4,Average
94.5,0.5,50.1,69.5,91.4,10.0,8,1,63.5,Average
95.9,4.1,67.1,74.0,48.3,7.62,4,0,71.5,Good
67.6,3.0,67.2,53.4,68.5,7.61,7,2,49.4,Poor
49.9,6.3,70.6,67.1,85.5,7.6,6,2,62.9,Average
90.1,3.8,78.6,79.8,58.4,7.68,9,0,75.4,Good
66.4,1.9,51.4,54.8,75.0,3.76,9,2,49.9,Poor
87.1,3.7,95.0,91.3,78.7,6.76,9,0,74.7,Good
48.4,2.1,71.9,93.0,56.2,7.05,4,1,55.6,Average
88.5,4.6,79.6,55.3,68.8,8.89,5,1,73.7,Good
59.0,4.3,57.9,94.4,67.5,7.17,9,1,61.6,Average
86.2,5.3,88.6,71.8,61.2,4.79,5,0,74.1,Good
76.2,2.5,63.9,80.3,100.0,7.7,3,2,63.3,Average
62.6,3.9,72.4,66.6,57.8,5.97,8,0,58.7,Average
70.3,1.6,53.1,87.8,86.1,5.4,5,0,67.6,Good
85.6,4.9,52.0,80.1,63.7,5.93,10,1,65.7,Good
77.5,4.6,79.0,61.8,52.6,7.86,7,1,65.5,Good
84.2,4.6,60.9,56.5,71.6,8.86,7,2,54.3,Average
100.0,3.8,54.3,52.1,80.4,7.78,6,0,70.7,Good
54.1,4.5,57.7,76.8,84.7,7.98,10,2,60.4,Average
98.6,6.4,79.2,82.6,95.0,7.76,7,0,90.6,Excellent
77.5,3.3,57.9,83.8,100.0,7.24,6,3,57.3,Average
63.4,4.0,66.1,72.2,74.0,8.08,5,1,57.7,Average
57.4,2.1,68.2,56.6,59.4,3.71,6,0,50.8,Average
73.4,2.4,37.3,63.8,77.2,7.26,5,0,54.7,Average
88.9,4.0,44.5,91.3,65.7,5.64,9,0,62.6,Average
74.2,5.6,73.4,66.7,84.8,8.73,3,0,77.1,Good
97.2,3.4,56.2,76.2,49.2,6.89,6,1,65.3,Good
55.7,3.4,84.9,57.9,100.0,7.14,8,0,68.6,Good
75.8,3.1,83.5,79.0,83.7,4.99,7,2,61.2,Average
58.5,2.9,79.5,67.1,43.1,8.52,5,1,49.4,Poor
81.1,4.3,97.1,89.7,58.7,7.98,8,0,79.6,Good
88.4,1.4,66.7,85.6,83.1,7.88,5,0,74.4,Good
70.1,5.8,78.4,66.6,88.8,5.96,6,2,62.7,Average
39.5,2.7,58.6,72.1,49.6,6.02,8,2,43.5,Poor
78.8,5.0,99.0,65.7,81.4,7.41,7,1,75.4,Good
82.1,1.8,99.0,52.7,38.8,6.13,5,1,64.1,Average
81.7,4.9,68.2,61.1,68.6,7.71,9,0,70.6,Good
93.3,4.9,74.2,77.0,87.8,4.07,7,0,75.8,Good
61.0,4.4,89.7,78.9,61.2,6.42,8,1,66.0,Good
85.5,2.2,65.6,76.2,45.9,9.62,10,2,52.4,Average
92.7,4.2,57.5,69.5,72.3,7.72,9,1,61.1,Average
51.1,1.9,82.0,88.0,60.3,7.33,9,0,60.4,Average
80.5,3.4,69.3,75.0,80.1,9.88,7,1,71.3,Good
68.9,5.4,70.9,84.5,55.8,3.83,8,0,65.4,Good
74.9,5.1,54.7,47.4,57.6,5.96,7,0,58.2,Average
80.9,3.8,40.5,30.0,37.7,6.54,4,1,43.4,Poor
69.2,2.2,71.8,78.3,72.7,8.3,7,0,65.3,Good
66.5,4.8,82.5,52.6,67.4,8.33,7,0,74.1,Good
76.5,3.8,64.4,70.8,51.0,5.89,8,2,54.1,Average
60.8,0.5,91.0,69.5,73.1,8.5,6,1,57.0,Average
60.8,5.1,56.7,97.8,86.4,6.54,5,3,57.1,Average
85.5,3.8,51.1,80.0,66.6,8.8,8,2,65.7,Good
59.9,5.7,66.9,76.5,74.3,5.65,4,0,64.4,Average
85.3,2.0,66.7,86.6,74.4,6.93,9,1,60.5,Average
82.5,0.5,80.3,79.5,50.7,6.41,6,1,56.1,Average
51.8,4.2,55.6,67.1,100.0,8.58,7,3,54.0,Average
66.5,4.3,89.9,90.1,62.5,6.37,8,1,70.5,Good
92.7,1.1,99.0,57.4,80.5,7.04,8,0,75.7,Good
62.3,2.2,67.4,78.8,82.3,7.81,4,0,59.8,Average
69.5,8.2,88.0,50.8,67.8,7.86,8,0,72.8,Good
82.5,3.3,51.1,77.1,79.7,8.34,7,3,53.8,Average
87.0,5.0,85.2,76.9,73.9,7.4,5,0,78.5,Good
72.5,2.8,84.8,99.1,47.3,6.51,5,1,58.7,Average
67.6,0.5,81.8,50.5,64.7,6.61,6,0,55.4,Average
95.9,3.5,67.8,65.0,60.2,7.14,4,1,60.7,Average
100.0,3.4,25.0,86.3,62.6,7.45,10,0,67.3,Good
89.7,3.2,57.7,79.0,49.1,6.89,9,0,66.5,Good
77.2,3.6,58.0,76.7,88.0,7.13,7,1,67.5,Good
64.7,4.2,52.3,59.7,95.6,4.98,6,1,63.1,Average
64.4,3.6,70.0,65.1,85.6,8.03,6,0,65.6,Good
83.3,1.8,61.3,92.7,90.3,7.35,8,1,61.9,Average
81.9,4.6,54.8,73.2,64.5,8.5,10,1,60.3,Average
95.6,0.7,51.1,79.6,59.8,7.1,5,2,45.6,Poor
85.1,0.5,56.6,72.3,57.5,4.67,4,0,53.5,Average
55.0,5.0,85.9,56.3,80.3,6.6,10,1,64.0,Average
90.7,4.6,57.4,88.0,73.6,6.82,3,0,72.9,Good
62.0,3.7,59.8,81.5,68.8,8.14,4,2,55.1,Average
70.6,1.6,60.7,100.0,90.7,4.2,6,1,59.0,Average
79.5,2.7,73.4,58.8,76.5,7.16,3,1,60.1,Average
100.0,3.4,75.3,86.3,56.6,7.82,9,1,66.3,Good
100.0,1.2,25.0,54.3,59.1,6.17,8,0,56.5,Average
84.5,2.6,84.3,76.4,80.9,7.2,5,0,69.0,Good
73.4,4.8,91.0,88.6,86.7,6.22,9,1,70.6,Good
83.5,6.1,51.2,42.9,78.8,6.08,9,1,65.4,Good
88.4,3.1,52.4,70.9,100.0,6.53,6,0,70.6,Good
71.5,5.0,60.8,65.6,96.2,6.11,6,1,58.9,Average
100.0,0.7,55.9,63.5,77.1,8.06,10,0,68.3,Good
79.2,4.9,71.6,79.8,56.6,6.07,8,0,66.5,Good
83.0,2.5,36.9,90.8,49.0,5.84,7,1,52.1,Average
85.3,4.3,50.1,72.0,63.8,9.58,9,2,60.4,Average
81.9,3.4,92.6,77.1,82.1,8.45,7,0,78.7,Good
87.7,5.9,53.1,75.7,99.2,4.49,5,1,69.9,Good
67.4,2.4,87.9,74.0,76.7,6.03,7,1,63.4,Average
68.2,4.8,73.7,57.7,88.7,7.44,9,0,69.2,Good
60.6,3.4,39.1,90.6,66.1,7.55,3,2,51.1,Average
82.2,3.5,78.2,78.4,80.0,5.01,6,1,66.0,Good
86.9,3.5,66.1,79.9,83.2,8.72,9,0,79.9,Good
82.4,2.4,60.7,61.9,38.3,8.26,5,0,59.8,Average
99.4,3.8,71.9,67.1,63.4,7.77,10,2,61.4,Average
75.9,3.7,75.6,71.4,85.2,9.0,9,2,63.5,Average
85.4,4.2,79.3,51.0,74.4,7.73,6,0,70.2,Good
60.7,3.9,86.9,48.7,50.9,7.73,5,0,66.3,Good
70.6,5.1,74.5,65.0,31.1,9.28,6,0,68.9,Good
85.7,5.3,46.0,81.8,64.1,8.64,10,1,64.5,Average
87.9,2.1,60.4,64.2,68.9,5.92,10,1,56.3,Average
71.9,5.2,99.0,58.7,55.9,7.99,7,0,68.6,Good
75.0,1.9,79.6,61.8,72.3,6.17,5,1,60.1,Average
54.7,4.7,99.0,67.2,78.1,7.81,7,0,80.6,Excellent
71.0,4.8,90.3,68.7,80.7,7.77,7,1,72.5,Good
88.5,0.7,71.9,100.0,32.3,5.16,4,0,54.2,Average
84.1,3.9,72.8,89.8,49.0,6.93,7,0,66.4,Good
83.0,3.1,67.4,89.4,65.1,7.47,9,1,63.6,Average
76.7,2.6,40.2,91.5,79.2,6.49,3,0,58.1,Average
76.1,6.0,68.3,59.0,77.8,7.54,8,0,70.1,Good
66.8,2.8,87.4,55.7,77.5,8.23,9,1,65.5,Good
85.8,2.5,58.4,57.4,63.9,7.06,5,0,63.0,Average
81.9,3.9,74.6,94.0,64.8,7.41,10,1,73.4,Good
82.9,4.9,81.6,65.8,58.3,9.04,5,0,73.4,Good
68.6,3.6,53.4,55.2,82.3,7.76,7,0,55.3,Average
45.9,5.7,60.8,67.5,55.3,7.38,6,1,52.2,Average
91.4,4.6,51.7,70.4,83.6,5.76,6,2,60.0,Average
69.3,0.5,54.8,78.0,73.3,8.04,5,1,54.5,Average
63.9,3.0,47.4,77.8,69.3,7.56,8,1,59.1,Average
85.7,2.9,53.6,61.6,59.5,8.9,8,2,55.0,Average
70.5,4.6,90.7,84.3,48.3,7.17,6,1,66.6,Good
90.8,0.5,53.4,64.4,59.6,4.56,4,0,55.5,Average
84.6,7.9,70.0,71.7,64.7,4.72,7,1,69.3,Good
85.6,4.6,60.0,84.3,32.1,8.13,7,1,61.5,Average
56.9,4.0,86.9,64.4,66.8,6.3,6,1,65.1,Good
93.0,5.7,89.0,65.5,84.8,7.71,10,0,81.5,Excellent
79.7,7.5,81.8,82.9,79.1,7.26,3,0,79.2,Good
70.8,5.2,72.9,61.1,62.1,6.87,2,1,60.7,Average
78.0,5.3,64.3,68.2,70.8,6.97,5,1,68.7,Good
51.1,4.0,48.9,82.3,61.1,5.89,8,1,49.8,Poor
81.7,3.6,99.0,100.0,72.4,7.08,4,1,80.0,Excellent
61.6,3.0,55.8,83.1,94.6,6.28,5,2,51.9,Average
57.1,2.5,78.6,81.1,85.5,6.58,8,0,64.6,Average
54.7,2.7,85.0,82.0,78.3,6.65,7,0,69.5,Good
91.6,1.6,59.1,57.9,62.1,6.78,7,1,60.2,Average
67.2,3.7,84.6,75.7,82.0,8.39,8,0,67.7,Good
97.5,1.1,80.2,73.6,43.0,6.92,6,1,56.5,Average
68.5,4.1,95.6,78.8,66.0,8.53,6,0,74.2,Good
52.1,3.7,60.5,75.7,79.3,9.25,8,0,72.8,Good
60.4,4.0,47.4,79.7,81.8,8.3,4,1,62.9,Average
93.3,3.0,59.9,69.3,80.7,7.85,2,1,62.3,Average
73.8,8.5,71.3,74.9,74.7,7.56,6,1,64.9,Average
68.3,6.0,68.9,55.6,66.9,8.31,8,1,64.7,Average
78.2,1.8,61.7,69.2,78.6,7.23,7,0,64.7,Average
83.0,4.2,37.5,94.9,54.8,8.48,8,0,63.5,Average
91.6,2.8,75.5,78.8,56.5,7.96,2,0,64.5,Average
96.3,2.2,99.0,73.7,71.0,6.6,7,0,75.5,Good
71.0,1.7,75.4,100.0,72.8,8.35,8,0,66.2,Good
57.4,4.5,77.7,53.6,40.8,7.23,4,1,61.0,Average
70.2,2.7,77.2,57.4,77.3,6.95,8,0,70.6,Good
79.6,5.3,74.4,99.7,82.4,6.43,6,2,71.3,Good
62.5,5.4,82.9,74.7,68.8,7.33,10,0,72.5,Good
